,Student ID,student_name,gender,grade,school_name,reading_score,math_score,School ID,type,size,budget
6034,6034,Robert Clark,M,9th,Lopez High School,76,94,3,District,3428,2248768
6035,6035,Peter Miller,M,10th,Lopez High School,88,80,3,District,3428,2248768
6036,6036,Lisa Russell,F,12th,Lopez High School,77,75,3,District,3428,2248768
6037,6037,Timothy Lopez,M,10th,Lopez High School,61,78,3,District,3428,2248768
6038,6038,Kelly Walker,F,11th,Lopez High School,76,72,3,District,3428,2248768
6039,6039,Holly Jackson,F,10th,Lopez High School,60,69,3,District,3428,2248768
6040,6040,Sara Castillo,F,9th,Lopez High School,91,98,3,District,3428,2248768
6041,6041,Daniel Chung,M,12th,Lopez High School,66,81,3,District,3428,2248768
6042,6042,Joseph Villegas,M,11th,Lopez High School,66,76,3,District,3428,2248768
6043,6043,Justin Soto,M,9th,Lopez High School,55,99,3,District,3428,2248768
6044,6044,Carrie Dunn,F,9th,Lopez High School,60,90,3,District,3428,2248768
6045,6045,Alyssa Blackburn,F,12th,Lopez High School,97,73,3,District,3428,2248768
6046,6046,Cynthia Brown,F,10th,Lopez High School,98,76,3,District,3428,2248768
6047,6047,Bill Henry,M,11th,Lopez High School,92,65,3,District,3428,2248768
6048,6048,Miss Sarah Hall,F,10th,Lopez High School,72,73,3,District,3428,2248768
6049,6049,Megan West,F,9th,Lopez High School,59,98,3,District,3428,2248768
6050,6050,Cynthia Jordan,F,9th,Lopez High School,91,92,3,District,3428,2248768
6051,6051,Christopher Diaz,M,11th,Lopez High School,55,88,3,District,3428,2248768
6052,6052,Robert Terrell,M,9th,Lopez High School,67,89,3,District,3428,2248768
6053,6053,Sherry Holland,F,10th,Lopez High School,85,88,3,District,3428,2248768
6054,6054,Kerri Brown,F,10th,Lopez High School,61,97,3,District,3428,2248768
6055,6055,Janice Clark,F,11th,Lopez High School,77,98,3,District,3428,2248768
6056,6056,Robert Baker,M,11th,Lopez High School,62,75,3,District,3428,2248768
6057,6057,Brenda Burch,F,12th,Lopez High School,80,87,3,District,3428,2248768
6058,6058,James Perry IV,M,9th,Lopez High School,60,88,3,District,3428,2248768
6059,6059,Alexander Rice,M,11th,Lopez High School,59,82,3,District,3428,2248768
6060,6060,Linda Harris,F,11th,Lopez High School,57,98,3,District,3428,2248768
6061,6061,Kristen Underwood,F,11th,Lopez High School,92,83,3,District,3428,2248768
6062,6062,Kristy Wright,F,10th,Lopez High School,75,76,3,District,3428,2248768
6063,6063,Jonathon Carey,M,9th,Lopez High School,67,97,3,District,3428,2248768
6064,6064,Scott Shea,M,11th,Lopez High School,69,84,3,District,3428,2248768
6065,6065,Sara Brown,F,10th,Lopez High School,96,78,3,District,3428,2248768
6066,6066,Christina Mcdonald,F,10th,Lopez High School,65,97,3,District,3428,2248768
6067,6067,Robert Sims,M,12th,Lopez High School,65,90,3,District,3428,2248768
6068,6068,Darlene Green,F,10th,Lopez High School,72,65,3,District,3428,2248768
6069,6069,Peter Dillon,M,10th,Lopez High School,99,82,3,District,3428,2248768
6070,6070,Cindy Russell,F,10th,Lopez High School,69,78,3,District,3428,2248768
6071,6071,Alexa Klein,F,12th,Lopez High School,95,82,3,District,3428,2248768
6072,6072,Pamela Gordon,F,10th,Lopez High School,64,93,3,District,3428,2248768
6073,6073,Michelle Ferguson,F,12th,Lopez High School,81,89,3,District,3428,2248768
6074,6074,Robert Lawrence,M,12th,Lopez High School,97,65,3,District,3428,2248768
6075,6075,Patrick Knight,M,10th,Lopez High School,90,89,3,District,3428,2248768
6076,6076,Gary Williams,M,11th,Lopez High School,65,99,3,District,3428,2248768
6077,6077,Jason Pearson,M,9th,Lopez High School,78,73,3,District,3428,2248768
6078,6078,Michael Henderson,M,10th,Lopez High School,66,86,3,District,3428,2248768
6079,6079,Michael Melendez,M,10th,Lopez High School,61,99,3,District,3428,2248768
6080,6080,Nicole Hurley,F,12th,Lopez High School,83,81,3,District,3428,2248768
6081,6081,Nancy Richardson,F,11th,Lopez High School,98,68,3,District,3428,2248768
6082,6082,Steven Nichols,M,10th,Lopez High School,77,97,3,District,3428,2248768
6083,6083,Gabriel Thomas,M,9th,Lopez High School,91,70,3,District,3428,2248768
6084,6084,Mary Mcclure,F,10th,Lopez High School,92,87,3,District,3428,2248768
6085,6085,Jorge Brooks,M,11th,Lopez High School,66,81,3,District,3428,2248768
6086,6086,Andre Patterson,M,12th,Lopez High School,66,73,3,District,3428,2248768
6087,6087,Shane Bryant,M,10th,Lopez High School,62,67,3,District,3428,2248768
6088,6088,Brianna Garcia,F,10th,Lopez High School,87,81,3,District,3428,2248768
6089,6089,Cody Peterson,M,10th,Lopez High School,89,88,3,District,3428,2248768
6090,6090,Justin Williams,M,11th,Lopez High School,87,95,3,District,3428,2248768
6091,6091,Gabrielle Mckinney,F,11th,Lopez High School,92,71,3,District,3428,2248768
6092,6092,Lori Hunt,F,10th,Lopez High School,58,80,3,District,3428,2248768
6093,6093,Ricky King,M,10th,Lopez High School,91,89,3,District,3428,2248768
6094,6094,Robert Martin,M,12th,Lopez High School,55,69,3,District,3428,2248768
6095,6095,Karen Bennett,F,10th,Lopez High School,94,73,3,District,3428,2248768
6096,6096,David Jones,M,11th,Lopez High School,82,74,3,District,3428,2248768
6097,6097,Angela Wood,F,9th,Lopez High School,79,84,3,District,3428,2248768
6098,6098,Sarah Johnson,F,12th,Lopez High School,79,79,3,District,3428,2248768
6099,6099,William Robinson,M,9th,Lopez High School,62,85,3,District,3428,2248768
6100,6100,Sherry Rivera,F,9th,Lopez High School,75,86,3,District,3428,2248768
6101,6101,William Dickerson,M,10th,Lopez High School,61,94,3,District,3428,2248768
6102,6102,Shelly Mayer,F,10th,Lopez High School,75,90,3,District,3428,2248768
6103,6103,Brandy Park,F,10th,Lopez High School,71,75,3,District,3428,2248768
6104,6104,Maria Horton,F,12th,Lopez High School,84,87,3,District,3428,2248768
6105,6105,Richard Smith,M,10th,Lopez High School,59,76,3,District,3428,2248768
6106,6106,Thomas Jacobs,M,11th,Lopez High School,81,76,3,District,3428,2248768
6107,6107,Jeremy Chavez,M,10th,Lopez High School,70,82,3,District,3428,2248768
6108,6108,Jerry Poole,M,11th,Lopez High School,59,86,3,District,3428,2248768
6109,6109,Willie Harris,M,9th,Lopez High School,95,73,3,District,3428,2248768
6110,6110,Amber Edwards,F,11th,Lopez High School,69,64,3,District,3428,2248768
6111,6111,Melissa Robles,F,9th,Lopez High School,75,79,3,District,3428,2248768
6112,6112,Blake Sanchez,M,12th,Lopez High School,73,85,3,District,3428,2248768
6113,6113,Melinda Sparks,F,12th,Lopez High School,56,86,3,District,3428,2248768
6114,6114,James Bender,M,12th,Lopez High School,87,77,3,District,3428,2248768
6115,6115,Stacey Lowe,F,11th,Lopez High School,74,82,3,District,3428,2248768
6116,6116,Amy Nielsen,F,12th,Lopez High School,72,66,3,District,3428,2248768
6117,6117,James Elliott,M,12th,Lopez High School,71,97,3,District,3428,2248768
6118,6118,Kevin Fletcher,M,12th,Lopez High School,62,96,3,District,3428,2248768
6119,6119,Thomas Martinez,M,12th,Lopez High School,84,85,3,District,3428,2248768
6120,6120,Edward Cole,M,12th,Lopez High School,57,97,3,District,3428,2248768
6121,6121,Lisa Johnson,F,9th,Lopez High School,58,72,3,District,3428,2248768
6122,6122,William Maldonado,M,11th,Lopez High School,84,91,3,District,3428,2248768
6123,6123,Steven Hahn,M,9th,Lopez High School,93,65,3,District,3428,2248768
6124,6124,Mark Hill,M,11th,Lopez High School,69,68,3,District,3428,2248768
6125,6125,John Rodriguez,M,10th,Lopez High School,93,93,3,District,3428,2248768
6126,6126,Kathy Lutz,F,11th,Lopez High School,85,89,3,District,3428,2248768
6127,6127,Mr. Kevin Bonilla DVM,M,10th,Lopez High School,58,84,3,District,3428,2248768
6128,6128,Joseph Juarez,M,12th,Lopez High School,90,86,3,District,3428,2248768
6129,6129,Jessica Riddle,F,12th,Lopez High School,73,93,3,District,3428,2248768
6130,6130,Emily Gomez,F,10th,Lopez High School,69,71,3,District,3428,2248768
6131,6131,John Diaz,M,10th,Lopez High School,80,82,3,District,3428,2248768
6132,6132,Alexis Powell,F,9th,Lopez High School,91,69,3,District,3428,2248768
6133,6133,Shawn Moreno,M,12th,Lopez High School,55,97,3,District,3428,2248768
6134,6134,Allison Ward,F,12th,Lopez High School,59,87,3,District,3428,2248768
6135,6135,Chloe Norton,F,10th,Lopez High School,68,97,3,District,3428,2248768
6136,6136,Deborah Davis,F,9th,Lopez High School,61,99,3,District,3428,2248768
6137,6137,Erica Cook,F,11th,Lopez High School,78,98,3,District,3428,2248768
6138,6138,John Lee,M,12th,Lopez High School,73,91,3,District,3428,2248768
6139,6139,Patricia Ramirez,F,9th,Lopez High School,62,77,3,District,3428,2248768
6140,6140,Jeffrey Wade,M,10th,Lopez High School,89,96,3,District,3428,2248768
6141,6141,Kimberly Silva,F,10th,Lopez High School,70,82,3,District,3428,2248768
6142,6142,Darren Sweeney,M,11th,Lopez High School,71,96,3,District,3428,2248768
6143,6143,Robert Sawyer,M,10th,Lopez High School,83,64,3,District,3428,2248768
6144,6144,Carrie Johnson,F,9th,Lopez High School,76,69,3,District,3428,2248768
6145,6145,Sandra White,F,11th,Lopez High School,84,92,3,District,3428,2248768
6146,6146,Luis Chung,M,10th,Lopez High School,62,72,3,District,3428,2248768
6147,6147,Andrew Foster,M,10th,Lopez High School,63,65,3,District,3428,2248768
6148,6148,Holly Wilson,F,10th,Lopez High School,93,93,3,District,3428,2248768
6149,6149,Amanda Reynolds,F,10th,Lopez High School,86,64,3,District,3428,2248768
6150,6150,Cory Wilkerson,M,9th,Lopez High School,73,66,3,District,3428,2248768
6151,6151,Carrie Eaton,F,11th,Lopez High School,57,94,3,District,3428,2248768
6152,6152,Isabella Stuart,F,11th,Lopez High School,64,65,3,District,3428,2248768
6153,6153,Mitchell Brown,M,10th,Lopez High School,79,67,3,District,3428,2248768
6154,6154,Denise Simmons,F,10th,Lopez High School,62,80,3,District,3428,2248768
6155,6155,Elizabeth Costa,F,12th,Lopez High School,85,80,3,District,3428,2248768
6156,6156,Dennis Hill,M,9th,Lopez High School,97,88,3,District,3428,2248768
6157,6157,Thomas Harvey,M,11th,Lopez High School,92,83,3,District,3428,2248768
6158,6158,Lisa Williams,F,9th,Lopez High School,84,98,3,District,3428,2248768
6159,6159,Darren Sharp,M,10th,Lopez High School,66,78,3,District,3428,2248768
6160,6160,Alejandro Jordan,M,9th,Lopez High School,63,75,3,District,3428,2248768
6161,6161,Randy Delgado,M,10th,Lopez High School,72,98,3,District,3428,2248768
6162,6162,Jennifer Davis,F,10th,Lopez High School,93,66,3,District,3428,2248768
6163,6163,Anthony Edwards,M,11th,Lopez High School,81,97,3,District,3428,2248768
6164,6164,Robert Wong,M,12th,Lopez High School,95,85,3,District,3428,2248768
6165,6165,Marcus Moore,M,11th,Lopez High School,90,86,3,District,3428,2248768
6166,6166,Karina Mitchell,F,10th,Lopez High School,82,78,3,District,3428,2248768
6167,6167,Rhonda Higgins,F,10th,Lopez High School,63,68,3,District,3428,2248768
6168,6168,Alyssa Delacruz,F,10th,Lopez High School,79,96,3,District,3428,2248768
6169,6169,Molly Cole,F,11th,Lopez High School,84,65,3,District,3428,2248768
6170,6170,Michele Pierce,F,11th,Lopez High School,97,76,3,District,3428,2248768
6171,6171,Elizabeth Jackson,F,11th,Lopez High School,71,70,3,District,3428,2248768
6172,6172,Mark Lopez,M,11th,Lopez High School,88,79,3,District,3428,2248768
6173,6173,Stephanie Hall,F,12th,Lopez High School,69,87,3,District,3428,2248768
6174,6174,Mackenzie Holt,F,11th,Lopez High School,56,68,3,District,3428,2248768
6175,6175,Laura Henderson,F,12th,Lopez High School,91,80,3,District,3428,2248768
6176,6176,Brandon Dean,M,9th,Lopez High School,92,80,3,District,3428,2248768
6177,6177,Erica Mccarty,F,9th,Lopez High School,79,93,3,District,3428,2248768
6178,6178,Emily Chen,F,10th,Lopez High School,97,82,3,District,3428,2248768
6179,6179,Allison Shaw,F,11th,Lopez High School,94,90,3,District,3428,2248768
6180,6180,Robert Johnson,M,10th,Lopez High School,74,64,3,District,3428,2248768
6181,6181,Jacqueline Wood,F,11th,Lopez High School,86,68,3,District,3428,2248768
6182,6182,Andrew Finley,M,12th,Lopez High School,87,89,3,District,3428,2248768
6183,6183,Sarah Moore,F,11th,Lopez High School,56,83,3,District,3428,2248768
6184,6184,Clifford Wolf,M,12th,Lopez High School,73,94,3,District,3428,2248768
6185,6185,James Vargas,M,12th,Lopez High School,60,72,3,District,3428,2248768
6186,6186,Jennifer Erickson,F,12th,Lopez High School,58,85,3,District,3428,2248768
6187,6187,Leah Brown,F,11th,Lopez High School,82,87,3,District,3428,2248768
6188,6188,Hector Graves,M,10th,Lopez High School,76,70,3,District,3428,2248768
6189,6189,Savannah Phillips,F,9th,Lopez High School,93,87,3,District,3428,2248768
6190,6190,Kimberly Andrews,F,10th,Lopez High School,75,83,3,District,3428,2248768
6191,6191,Christopher Hayes,M,11th,Lopez High School,71,83,3,District,3428,2248768
6192,6192,Brett Cabrera,M,10th,Lopez High School,58,80,3,District,3428,2248768
6193,6193,Robin Chang,F,9th,Lopez High School,79,68,3,District,3428,2248768
6194,6194,Tiffany Greene,F,9th,Vargas High School,92,94,4,Charter,2479,1574165
6195,6195,Karen Rodriguez,F,11th,Vargas High School,89,98,4,Charter,2479,1574165
6196,6196,Joel Flores,M,9th,Vargas High School,90,78,4,Charter,2479,1574165
6197,6197,Jennifer Williams,F,12th,Vargas High School,98,96,4,Charter,2479,1574165
6198,6198,David Barker,M,12th,Vargas High School,98,95,4,Charter,2479,1574165
6199,6199,Cynthia Knapp,F,12th,Vargas High School,89,86,4,Charter,2479,1574165
6200,6200,Jenna Pierce,F,11th,Vargas High School,98,72,4,Charter,2479,1574165
6201,6201,Scott Rivera,M,10th,Vargas High School,97,74,4,Charter,2479,1574165
6202,6202,Christopher Giles,M,12th,Vargas High School,98,80,4,Charter,2479,1574165
6203,6203,David Murphy,M,10th,Vargas High School,96,92,4,Charter,2479,1574165
6204,6204,Christopher Anderson,M,9th,Vargas High School,90,97,4,Charter,2479,1574165
6205,6205,Pamela Hunt,F,10th,Vargas High School,91,69,4,Charter,2479,1574165
6206,6206,John Huerta,M,9th,Vargas High School,95,70,4,Charter,2479,1574165
6207,6207,Adam Payne,M,12th,Vargas High School,94,86,4,Charter,2479,1574165
6208,6208,Gregory Porter,M,12th,Vargas High School,93,82,4,Charter,2479,1574165
6209,6209,Alicia Freeman,F,9th,Vargas High School,92,84,4,Charter,2479,1574165
6210,6210,Bradley Garcia,M,11th,Vargas High School,94,89,4,Charter,2479,1574165
6211,6211,Nancy Taylor,F,12th,Vargas High School,91,76,4,Charter,2479,1574165
6212,6212,Amber Sanford,F,10th,Vargas High School,98,91,4,Charter,2479,1574165
6213,6213,Paul Miller,M,9th,Vargas High School,91,79,4,Charter,2479,1574165
6214,6214,Russell Stevens,M,12th,Vargas High School,99,85,4,Charter,2479,1574165
6215,6215,Anthony Edwards,M,10th,Vargas High School,97,71,4,Charter,2479,1574165
6216,6216,Katie Parsons,F,11th,Vargas High School,97,91,4,Charter,2479,1574165
6217,6217,Jennifer Love,F,9th,Vargas High School,98,91,4,Charter,2479,1574165
6218,6218,Melissa Parker,F,9th,Vargas High School,90,95,4,Charter,2479,1574165
6219,6219,Tyler Ramirez,M,11th,Vargas High School,98,88,4,Charter,2479,1574165
6220,6220,Robert Ashley,M,10th,Vargas High School,92,94,4,Charter,2479,1574165
6221,6221,Craig Sanchez,M,10th,Vargas High School,99,92,4,Charter,2479,1574165
6222,6222,Denise Smith,F,11th,Vargas High School,99,80,4,Charter,2479,1574165
6223,6223,Andrea White,F,11th,Vargas High School,98,96,4,Charter,2479,1574165
6224,6224,Evan Gonzalez,M,9th,Vargas High School,92,92,4,Charter,2479,1574165
6225,6225,Daniel Andrews,M,9th,Vargas High School,92,95,4,Charter,2479,1574165
6226,6226,Michael Richardson,M,12th,Vargas High School,99,86,4,Charter,2479,1574165
6227,6227,Curtis Bell,M,9th,Vargas High School,92,95,4,Charter,2479,1574165
6228,6228,Nicole Phillips,F,9th,Vargas High School,99,96,4,Charter,2479,1574165
6229,6229,Theresa Hill,F,12th,Vargas High School,98,84,4,Charter,2479,1574165
6230,6230,Erica Jordan,F,9th,Vargas High School,97,90,4,Charter,2479,1574165
6231,6231,Mr. Jeffrey Thornton,M,12th,Vargas High School,92,70,4,Charter,2479,1574165
6232,6232,Christopher Johnson,M,11th,Vargas High School,90,91,4,Charter,2479,1574165
6233,6233,Jasmine Perry MD,F,10th,Vargas High School,99,96,4,Charter,2479,1574165
6234,6234,Morgan Sawyer,F,9th,Vargas High School,94,89,4,Charter,2479,1574165
6235,6235,Cassidy Williams,F,10th,Vargas High School,99,89,4,Charter,2479,1574165
6236,6236,Rebecca Rogers,F,10th,Vargas High School,91,79,4,Charter,2479,1574165
6237,6237,Heather Sampson,F,11th,Vargas High School,93,91,4,Charter,2479,1574165
6238,6238,Mark Smith,M,12th,Vargas High School,93,96,4,Charter,2479,1574165
6239,6239,William Ray,M,9th,Vargas High School,93,78,4,Charter,2479,1574165
6240,6240,James Murphy,M,12th,Vargas High School,91,77,4,Charter,2479,1574165
6241,6241,Jonathan Richards,M,9th,Vargas High School,90,94,4,Charter,2479,1574165
6242,6242,Sydney Mcgee,F,12th,Vargas High School,98,99,4,Charter,2479,1574165
6243,6243,Danielle Dixon,F,9th,Vargas High School,90,70,4,Charter,2479,1574165
6244,6244,Rebecca Romero,F,12th,Vargas High School,99,73,4,Charter,2479,1574165
6245,6245,Lacey Anderson,F,11th,Vargas High School,95,88,4,Charter,2479,1574165
6246,6246,Ricardo Reynolds,M,11th,Vargas High School,90,72,4,Charter,2479,1574165
6247,6247,Shawn Quinn,M,11th,Vargas High School,93,96,4,Charter,2479,1574165
6248,6248,Charlene Oconnell,F,11th,Vargas High School,95,89,4,Charter,2479,1574165
6249,6249,Randy Sandoval,M,12th,Vargas High School,97,79,4,Charter,2479,1574165
6250,6250,Travis Edwards,M,11th,Vargas High School,91,93,4,Charter,2479,1574165
6251,6251,Jessica Miller,F,10th,Vargas High School,94,72,4,Charter,2479,1574165
6252,6252,Travis Thomas,M,9th,Vargas High School,92,70,4,Charter,2479,1574165
6253,6253,Mary Greene,F,10th,Vargas High School,89,90,4,Charter,2479,1574165
6254,6254,Rachel Sanchez,F,10th,Vargas High School,93,69,4,Charter,2479,1574165
6255,6255,James Murphy,M,11th,Vargas High School,93,98,4,Charter,2479,1574165
6256,6256,Stacey Gutierrez,F,10th,Vargas High School,94,70,4,Charter,2479,1574165
6257,6257,William Gonzalez,M,11th,Vargas High School,91,98,4,Charter,2479,1574165
6258,6258,David Collier,M,12th,Vargas High School,99,96,4,Charter,2479,1574165
6259,6259,Richard Lewis MD,M,9th,Vargas High School,99,82,4,Charter,2479,1574165
6260,6260,James Morris,M,9th,Vargas High School,95,87,4,Charter,2479,1574165
6261,6261,Lisa Gutierrez,F,9th,Vargas High School,89,95,4,Charter,2479,1574165
6262,6262,Julie Park,F,9th,Vargas High School,89,83,4,Charter,2479,1574165
6263,6263,Justin Hall,M,9th,Vargas High School,90,77,4,Charter,2479,1574165
6264,6264,Theresa Johnson,F,11th,Vargas High School,98,85,4,Charter,2479,1574165
6265,6265,Ashley Barr,F,10th,Vargas High School,96,71,4,Charter,2479,1574165
6266,6266,Melanie Ho,F,12th,Vargas High School,94,80,4,Charter,2479,1574165
6267,6267,Amanda Miller,F,11th,Vargas High School,97,69,4,Charter,2479,1574165
6268,6268,Phillip Howard,M,10th,Vargas High School,92,72,4,Charter,2479,1574165
6269,6269,Melanie Cox,F,9th,Vargas High School,92,88,4,Charter,2479,1574165
6270,6270,Amber Thompson,F,10th,Vargas High School,98,84,4,Charter,2479,1574165
6271,6271,Mark Barajas,M,12th,Vargas High School,91,85,4,Charter,2479,1574165
6272,6272,Carrie Guzman,F,10th,Vargas High School,93,85,4,Charter,2479,1574165
6273,6273,Andrew Hurst,M,11th,Vargas High School,95,91,4,Charter,2479,1574165
6274,6274,Jeffrey Garner,M,10th,Vargas High School,99,68,4,Charter,2479,1574165
6275,6275,Timothy Reed,M,9th,Vargas High School,96,87,4,Charter,2479,1574165
6276,6276,Christine Johnson,F,10th,Vargas High School,97,80,4,Charter,2479,1574165
6277,6277,Donna Carter,F,11th,Vargas High School,94,72,4,Charter,2479,1574165
6278,6278,Erica Sanchez MD,F,11th,Vargas High School,98,75,4,Charter,2479,1574165
6279,6279,Francisco Jones,M,9th,Vargas High School,96,77,4,Charter,2479,1574165
6280,6280,Tammy Cunningham,F,10th,Vargas High School,92,98,4,Charter,2479,1574165
6281,6281,Dr. Elizabeth Martinez,F,10th,Vargas High School,92,88,4,Charter,2479,1574165
6282,6282,Edward Alexander,M,9th,Vargas High School,91,68,4,Charter,2479,1574165
6283,6283,Jonathan Hernandez,M,10th,Vargas High School,96,82,4,Charter,2479,1574165
6284,6284,Christine Valdez,F,11th,Vargas High School,93,85,4,Charter,2479,1574165
6285,6285,Jill Coleman,F,11th,Vargas High School,94,68,4,Charter,2479,1574165
6286,6286,Paula Young,F,9th,Vargas High School,93,76,4,Charter,2479,1574165
6287,6287,Paul Johnson,M,11th,Vargas High School,94,98,4,Charter,2479,1574165
6288,6288,Kerri Hanson,F,9th,Vargas High School,99,87,4,Charter,2479,1574165
6289,6289,Brian Taylor,M,9th,Vargas High School,97,80,4,Charter,2479,1574165
6290,6290,Valerie Wood,F,12th,Vargas High School,96,90,4,Charter,2479,1574165
6291,6291,Hailey Fuller,F,12th,Vargas High School,97,95,4,Charter,2479,1574165
6292,6292,Daniel Robinson,M,12th,Vargas High School,99,81,4,Charter,2479,1574165
6293,6293,Victor Torres,M,9th,Vargas High School,95,70,4,Charter,2479,1574165
6294,6294,Emily Hicks,F,9th,Vargas High School,93,81,4,Charter,2479,1574165
6295,6295,Kevin Ward,M,12th,Vargas High School,98,73,4,Charter,2479,1574165
6296,6296,Heather Jones,F,12th,Vargas High School,91,72,4,Charter,2479,1574165
6297,6297,Dennis Berry,M,11th,Vargas High School,97,88,4,Charter,2479,1574165
6298,6298,Daniel Krause,M,11th,Vargas High School,97,87,4,Charter,2479,1574165
6299,6299,Morgan Gray,F,9th,Vargas High School,96,88,4,Charter,2479,1574165
6300,6300,Kenneth Brown,M,10th,Vargas High School,89,96,4,Charter,2479,1574165
6301,6301,Jeremy Thomas,M,11th,Vargas High School,94,93,4,Charter,2479,1574165
6302,6302,Donna Anderson,F,9th,Vargas High School,92,94,4,Charter,2479,1574165
6303,6303,Emily Maddox,F,10th,Vargas High School,95,78,4,Charter,2479,1574165
6304,6304,Tiffany Powell,F,12th,Vargas High School,97,76,4,Charter,2479,1574165
6305,6305,Evan Rowland,M,10th,Vargas High School,99,79,4,Charter,2479,1574165
6306,6306,Jose Rice,M,11th,Vargas High School,96,97,4,Charter,2479,1574165
6307,6307,David Lester,M,12th,Vargas High School,95,82,4,Charter,2479,1574165
6308,6308,Tim Spencer,M,12th,Vargas High School,89,87,4,Charter,2479,1574165
6309,6309,Gabrielle Mercado,F,12th,Vargas High School,94,87,4,Charter,2479,1574165
6310,6310,Catherine Nolan,F,11th,Vargas High School,95,95,4,Charter,2479,1574165
6311,6311,Tom Chavez,M,9th,Vargas High School,99,96,4,Charter,2479,1574165
6312,6312,Benjamin Sanchez,M,9th,Vargas High School,93,86,4,Charter,2479,1574165
6313,6313,Christina Mcknight,F,11th,Vargas High School,92,70,4,Charter,2479,1574165
6314,6314,Audrey Davidson,F,12th,Vargas High School,91,95,4,Charter,2479,1574165
6315,6315,Bonnie Clark,F,9th,Vargas High School,93,88,4,Charter,2479,1574165
6316,6316,Lisa Hunt,F,12th,Vargas High School,93,68,4,Charter,2479,1574165
6317,6317,Morgan Williams,F,11th,Vargas High School,98,83,4,Charter,2479,1574165
6318,6318,Nancy Smith,F,10th,Vargas High School,95,88,4,Charter,2479,1574165
6319,6319,Brad Irwin,M,12th,Vargas High School,99,75,4,Charter,2479,1574165
6320,6320,Jordan Davis,M,10th,Vargas High School,92,75,4,Charter,2479,1574165
6321,6321,Maureen Webster,F,12th,Vargas High School,91,68,4,Charter,2479,1574165
6322,6322,Clayton Hubbard,M,12th,Vargas High School,99,75,4,Charter,2479,1574165
6323,6323,Juan Nelson,M,11th,Vargas High School,91,90,4,Charter,2479,1574165
6324,6324,Mary Andrews,F,10th,Vargas High School,95,69,4,Charter,2479,1574165
6325,6325,Benjamin Bartlett,M,12th,Vargas High School,93,86,4,Charter,2479,1574165
6326,6326,Frank Hall,M,12th,Vargas High School,99,95,4,Charter,2479,1574165
6327,6327,Jessica Baxter,F,11th,Vargas High School,94,99,4,Charter,2479,1574165
6328,6328,Denise Rogers,F,11th,Vargas High School,93,70,4,Charter,2479,1574165
6329,6329,David Jacobs,M,10th,Vargas High School,92,87,4,Charter,2479,1574165
6330,6330,Kristen Gutierrez,F,9th,Vargas High School,95,76,4,Charter,2479,1574165
6331,6331,John Morales,M,9th,Vargas High School,89,79,4,Charter,2479,1574165
6332,6332,Shannon Williams,F,12th,Vargas High School,89,96,4,Charter,2479,1574165
6333,6333,Laurie Acosta,F,9th,Vargas High School,91,97,4,Charter,2479,1574165
6334,6334,Grace Pearson,F,12th,Vargas High School,97,99,4,Charter,2479,1574165
6335,6335,Stephanie Valencia,F,10th,Vargas High School,89,69,4,Charter,2479,1574165
6336,6336,William Mendez,M,10th,Vargas High School,92,92,4,Charter,2479,1574165
6337,6337,Lucas Tanner,M,10th,Vargas High School,94,89,4,Charter,2479,1574165
6338,6338,Paul Marshall,M,11th,Vargas High School,99,77,4,Charter,2479,1574165
6339,6339,Jonathan Eaton,M,10th,Vargas High School,91,72,4,Charter,2479,1574165
6340,6340,Darrell Cortez,M,9th,Vargas High School,91,76,4,Charter,2479,1574165
6341,6341,Tiffany Mcgee,F,9th,Vargas High School,93,72,4,Charter,2479,1574165
6342,6342,Sarah Cain,F,10th,Vargas High School,97,94,4,Charter,2479,1574165
6343,6343,Bryan Henry,M,10th,Vargas High School,95,80,4,Charter,2479,1574165
6344,6344,Brandon Lopez,M,12th,Vargas High School,91,78,4,Charter,2479,1574165
6345,6345,Randall Gibson,M,9th,Vargas High School,92,71,4,Charter,2479,1574165
6346,6346,Tim Hernandez,M,9th,Vargas High School,90,96,4,Charter,2479,1574165
6347,6347,Emily Johnson,F,10th,Vargas High School,89,94,4,Charter,2479,1574165
6348,6348,Julie Clark,F,12th,Vargas High School,89,75,4,Charter,2479,1574165
6349,6349,Margaret Cordova,F,10th,Vargas High School,95,86,4,Charter,2479,1574165
6350,6350,Matthew Moore,M,12th,Vargas High School,90,77,4,Charter,2479,1574165
6351,6351,Candice Reilly,F,12th,Vargas High School,98,82,4,Charter,2479,1574165
6352,6352,Jonathan Gilmore,M,9th,Vargas High School,94,70,4,Charter,2479,1574165
6353,6353,Mary Cooper,F,9th,Vargas High School,95,99,4,Charter,2479,1574165
6354,6354,Eugene Reed,M,10th,Vargas High School,89,72,4,Charter,2479,1574165
6355,6355,Mikayla Moore,F,9th,Vargas High School,97,83,4,Charter,2479,1574165
6356,6356,David Hicks,M,12th,Vargas High School,93,83,4,Charter,2479,1574165
6357,6357,Cynthia Mcdonald,F,10th,Vargas High School,97,72,4,Charter,2479,1574165
6358,6358,Michael Davis,M,9th,Vargas High School,89,93,4,Charter,2479,1574165
6359,6359,Robert Young,M,10th,Vargas High School,98,76,4,Charter,2479,1574165
6360,6360,Lisa Parks,F,10th,Vargas High School,89,88,4,Charter,2479,1574165
6361,6361,Kari Whitney DDS,F,10th,Vargas High School,99,79,4,Charter,2479,1574165
6362,6362,George Adams,M,9th,Vargas High School,90,76,4,Charter,2479,1574165
